ID_FLIGHT,DEPARTURE_DATE,ARRIVAL_DATE,FLIGHT_NUMBER,FLIGHT_STATUS,DEPARTURE_IATA,DEPARTURE_AIRPORT,ARRIVAL_IATA,ARRIVAL_AIRPORT,DEPARTURE_SCHEDULED,DEPARTURE_HOUR,ARRIVAL_SCHEDULED,ARRIVAL_HOUR,DEPARTURE_ESTIMATED,ARRIVAL_ESTIMATED,DEPARTURE_ACTUAL,ARRIVAL_ACTUAL,DEPARTURE_DELAY,ARRIVAL_DELAY,AIRLINE,ARRIVAL_COUNTRY,DEPARTURE_COUNTRY
TU203_01_08_2022_14_30,01/08/2022,02/08/2022,TU203,landed,YUL,PIERRE ELLIOTT TRUDEAU INTL,TUN,CARTHAGE,2022-08-01 15:30,14h,2022-08-02 04:45,03h,,,,,0.0,0.0,TU,TUNISIA,CANADA
TU417_01_08_2022_10_55,01/08/2022,01/08/2022,TU417,landed,TUN,CARTHAGE,BEN,BENINA,2022-08-01 11:55,11h,2022-08-01 14:40,13h,2022-08-01 12:30,,2022-08-01 12:30,,35.0,0.0,TU,LIBYA,TUNISIA
TU902_01_08_2022_11_10,01/08/2022,01/08/2022,TU902,landed,TUN,CARTHAGE,MRS,PROVENCE,2022-08-01 12:10,11h,2022-08-01 14:45,13h,2022-08-01 12:26,2022-08-01 14:55,2022-08-01 12:26,2022-08-01 14:55,16.0,10.0,TU,FRANCE,TUNISIA
TU374_01_08_2022_11_15,01/08/2022,01/08/2022,TU374,landed,TUN,CARTHAGE,ALG,HOUARI BOUMEDIENE,2022-08-01 12:15,11h,2022-08-01 13:35,13h,2022-08-01 12:48,2022-08-01 14:05,2022-08-01 12:48,2022-08-01 14:05,33.0,30.0,TU,ALGERIA,TUNISIA
TU700_01_08_2022_11_35,01/08/2022,01/08/2022,TU700,landed,TUN,CARTHAGE,GVA,GENEVE COINTRIN,2022-08-01 12:35,12h,2022-08-01 15:30,15h,2022-08-01 13:24,2022-08-01 16:11,2022-08-01 13:24,2022-08-01 16:11,49.0,41.0,TU,SWITZERLAND,TUNISIA
TU246_01_08_2022_11_45,01/08/2022,01/08/2022,TU246,landed,TUN,CARTHAGE,SXB,ENTZHEIM,2022-08-01 12:45,12h,2022-08-01 16:00,15h,2022-08-01 13:37,2022-08-01 16:39,2022-08-01 13:37,2022-08-01 16:39,52.0,39.0,TU,FRANCE,TUNISIA
TU542_01_08_2022_12_40,01/08/2022,01/08/2022,TU542,landed,TUN,CARTHAGE,MUC,FRANZ JOSEF STRAUSS,2022-08-01 13:40,13h,2022-08-01 16:50,16h,2022-08-01 14:06,2022-08-01 17:12,2022-08-01 14:06,,26.0,22.0,TU,GERMANY,TUNISIA
TU152_01_08_2022_12_45,01/08/2022,01/08/2022,TU152,landed,TUN,CARTHAGE,AMM,QUEEN ALIA INTL,2022-08-01 13:45,13h,2022-08-01 19:30,19h,2022-08-01 14:29,2022-08-01 20:12,2022-08-01 14:29,2022-08-01 20:12,44.0,42.0,TU,JORDAN,TUNISIA
TU148_01_08_2022_12_55,01/08/2022,01/08/2022,TU148,landed,TUN,CARTHAGE,DXB,DUBAI INTL,2022-08-01 13:55,14h,2022-08-01 22:40,22h,2022-08-01 15:00,2022-08-01 23:45,2022-08-01 15:00,,65.0,65.0,TU,UNITED ARAB EMIRATES,TUNISIA
TU404_01_08_2022_09_30,01/08/2022,01/08/2022,TU404,landed,MJI,MITIGA AIRPORT,TUN,CARTHAGE,2022-08-01 10:30,09h,2022-08-01 10:45,10h,,2022-08-01 11:30,,2022-08-01 11:30,45.0,45.0,TU,TUNISIA,LIBYA
TU997_01_08_2022_09_20,01/08/2022,01/08/2022,TU997,landed,NCE,COTE DAZUR,TUN,CARTHAGE,2022-08-01 10:20,10h,2022-08-01 10:55,10h,2022-08-01 11:14,2022-08-01 11:35,2022-08-01 11:14,2022-08-01 11:35,54.0,40.0,TU,TUNISIA,FRANCE
TU931_01_08_2022_09_25,01/08/2022,01/08/2022,TU931,landed,MRS,PROVENCE,TUN,CARTHAGE,2022-08-01 10:25,09h,2022-08-01 11:00,10h,2022-08-01 10:35,,2022-08-01 10:35,,10.0,0.0,TU,TUNISIA,FRANCE
TU753_01_08_2022_10_25,01/08/2022,01/08/2022,TU753,landed,FCO,FIUMICINO,TUN,CARTHAGE,2022-08-01 11:25,10h,2022-08-01 11:40,10h,2022-08-01 11:31,2022-08-01 11:50,2022-08-01 11:31,2022-08-01 11:50,6.0,10.0,TU,TUNISIA,ITALY
TU717_01_08_2022_09_20,01/08/2022,01/08/2022,TU717,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-01 10:20,09h,2022-08-01 11:45,10h,2022-08-01 10:31,,2022-08-01 10:31,,11.0,0.0,TU,TUNISIA,FRANCE
TU751_01_08_2022_10_30,01/08/2022,01/08/2022,TU751,landed,LYS,SAINT EXUPERY,TUN,CARTHAGE,2022-08-01 11:30,11h,2022-08-01 12:25,12h,2022-08-01 12:10,2022-08-01 13:00,2022-08-01 12:10,2022-08-01 13:00,40.0,35.0,TU,TUNISIA,FRANCE
TU757_01_08_2022_10_45,01/08/2022,01/08/2022,TU757,landed,MXP,MALPENSA,TUN,CARTHAGE,2022-08-01 11:45,10h,2022-08-01 12:35,11h,2022-08-01 11:54,2022-08-01 12:40,2022-08-01 11:54,2022-08-01 12:40,9.0,5.0,TU,TUNISIA,ITALY
TU745_01_08_2022_11_20,01/08/2022,01/08/2022,TU745,landed,FRA,FRANKFURT MAIN,TUN,CARTHAGE,2022-08-01 12:20,11h,2022-08-01 13:40,13h,,2022-08-01 14:58,,,78.0,78.0,TU,TUNISIA,GERMANY
TU719_01_08_2022_11_40,01/08/2022,01/08/2022,TU719,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-01 12:40,11h,2022-08-01 14:05,13h,2022-08-01 12:55,2022-08-01 14:25,2022-08-01 12:55,2022-08-01 14:25,15.0,20.0,TU,TUNISIA,FRANCE
TU712_01_08_2022_10_45,01/08/2022,01/08/2022,TU712,landed,CMN,MOHAMMED V INTL,TUN,CARTHAGE,2022-08-01 11:45,10h,2022-08-01 14:10,13h,2022-08-01 11:35,2022-08-01 14:00,2022-08-01 11:35,2022-08-01 14:00,0.0,0.0,TU,TUNISIA,MOROCCO
TU792_01_08_2022_13_10,01/08/2022,01/08/2022,TU792,landed,TUN,CARTHAGE,STN,STANSTED,2022-08-01 14:10,13h,2022-08-01 17:15,17h,,2022-08-01 18:39,,,84.0,84.0,TU,UNITED KINGDOM,TUNISIA
TU375_01_08_2022_13_35,01/08/2022,01/08/2022,TU375,landed,ALG,HOUARI BOUMEDIENE,TUN,CARTHAGE,2022-08-01 14:35,14h,2022-08-01 15:45,15h,2022-08-01 15:00,2022-08-01 16:05,2022-08-01 15:00,2022-08-01 16:05,25.0,20.0,TU,TUNISIA,ALGERIA
TU903_01_08_2022_14_45,01/08/2022,01/08/2022,TU903,landed,MRS,PROVENCE,TUN,CARTHAGE,2022-08-01 15:45,15h,2022-08-01 16:20,15h,2022-08-01 16:04,2022-08-01 16:35,2022-08-01 16:04,2022-08-01 16:35,19.0,15.0,TU,TUNISIA,FRANCE
TU418_01_08_2022_14_40,01/08/2022,01/08/2022,TU418,landed,BEN,BENINA,TUN,CARTHAGE,2022-08-01 15:40,14h,2022-08-01 16:30,15h,,,,,0.0,0.0,TU,TUNISIA,LIBYA
TU526_01_08_2022_14_10,01/08/2022,01/08/2022,TU526,landed,TUN,CARTHAGE,DUS,DUSSELDORF,2022-08-01 15:10,15h,2022-08-01 18:55,18h,2022-08-01 16:05,2022-08-01 19:43,2022-08-01 16:05,2022-08-01 19:43,55.0,48.0,TU,GERMANY,TUNISIA
TU722_01_08_2022_14_35,01/08/2022,01/08/2022,TU722,landed,TUN,CARTHAGE,ORY,ORLY,2022-08-01 15:35,15h,2022-08-01 19:00,18h,2022-08-01 16:06,2022-08-01 19:24,2022-08-01 16:06,2022-08-01 19:24,31.0,24.0,TU,FRANCE,TUNISIA
TU701_01_08_2022_15_30,01/08/2022,01/08/2022,TU701,landed,GVA,GENEVE COINTRIN,TUN,CARTHAGE,2022-08-01 16:30,16h,2022-08-01 17:25,16h,2022-08-01 17:11,,2022-08-01 17:11,,41.0,0.0,TU,TUNISIA,SWITZERLAND
TU247_01_08_2022_15_50,01/08/2022,01/08/2022,TU247,landed,SXB,ENTZHEIM,TUN,CARTHAGE,2022-08-01 16:50,16h,2022-08-01 18:00,17h,2022-08-01 17:29,2022-08-01 18:30,2022-08-01 17:29,2022-08-01 18:30,39.0,30.0,TU,TUNISIA,FRANCE
TU543_01_08_2022_16_55,01/08/2022,01/08/2022,TU543,landed,MUC,FRANZ JOSEF STRAUSS,TUN,CARTHAGE,2022-08-01 17:55,16h,2022-08-01 19:00,18h,,2022-08-01 19:58,,,58.0,58.0,TU,TUNISIA,GERMANY
TU724_01_08_2022_16_30,01/08/2022,01/08/2022,TU724,landed,TUN,CARTHAGE,ORY,ORLY,2022-08-01 17:30,17h,2022-08-01 20:50,20h,2022-08-01 18:19,2022-08-01 21:38,2022-08-01 18:19,2022-08-01 21:38,49.0,48.0,TU,FRANCE,TUNISIA
TU216_01_08_2022_16_55,01/08/2022,01/08/2022,TU216,landed,TUN,CARTHAGE,IST,ATATURK,2022-08-01 17:55,17h,2022-08-01 22:35,21h,2022-08-01 18:10,2022-08-01 22:51,2022-08-01 18:10,2022-08-01 22:51,15.0,16.0,TU,TURKEY,TUNISIA
TU793_01_08_2022_17_15,01/08/2022,01/08/2022,TU793,landed,STN,STANSTED,TUN,CARTHAGE,2022-08-01 18:15,17h,2022-08-01 21:20,20h,2022-08-01 18:53,2022-08-01 21:35,2022-08-01 18:53,2022-08-01 21:35,38.0,15.0,TU,TUNISIA,UNITED KINGDOM
TU527_01_08_2022_18_55,01/08/2022,01/08/2022,TU527,landed,DUS,DUSSELDORF,TUN,CARTHAGE,2022-08-01 19:55,18h,2022-08-01 21:30,20h,,,,,0.0,0.0,TU,TUNISIA,GERMANY
TU928_01_08_2022_18_25,01/08/2022,01/08/2022,TU928,landed,TUN,CARTHAGE,MRS,PROVENCE,2022-08-01 19:25,18h,2022-08-01 22:00,21h,2022-08-01 19:42,2022-08-01 22:12,2022-08-01 19:42,2022-08-01 22:12,17.0,12.0,TU,FRANCE,TUNISIA
TU723_01_08_2022_19_30,01/08/2022,01/08/2022,TU723,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-01 20:30,19h,2022-08-01 21:55,20h,,2022-08-01 21:45,,2022-08-01 21:45,0.0,0.0,TU,TUNISIA,FRANCE
TU399_02_08_2022_16_15,02/08/2022,02/08/2022,TU399,landed,TUN,CARTHAGE,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTL,2022-08-02 17:15,16h,2022-08-02 21:30,20h,,,,,0.0,0.0,TU,COTE DIVOIRE,TUNISIA
TU395_02_08_2022_16_25,02/08/2022,02/08/2022,TU395,landed,TUN,CARTHAGE,BKO,SENOU,2022-08-02 17:25,16h,2022-08-02 21:10,20h,,,,,0.0,0.0,TU,MALI,TUNISIA
TU711_02_08_2022_19_00,02/08/2022,02/08/2022,TU711,landed,TUN,CARTHAGE,CMN,MOHAMMED V INTL,2022-08-02 20:00,19h,2022-08-02 22:40,21h,,,,,0.0,0.0,TU,MOROCCO,TUNISIA
TU813_02_08_2022_21_30,02/08/2022,03/08/2022,TU813,landed,TUN,CARTHAGE,CAI,CAIRO INTL,2022-08-02 22:30,21h,2022-08-03 02:30,01h,,,,,0.0,0.0,TU,EGYPT,TUNISIA
TU716_03_08_2022_05_00,03/08/2022,03/08/2022,TU716,landed,TUN,CARTHAGE,ORY,ORLY,2022-08-03 06:00,05h,2022-08-03 09:20,08h,,,,,0.0,0.0,TU,FRANCE,TUNISIA
TU930_03_08_2022_05_50,03/08/2022,03/08/2022,TU930,landed,TUN,CARTHAGE,MRS,PROVENCE,2022-08-03 06:50,05h,2022-08-03 09:25,08h,,,,,0.0,0.0,TU,FRANCE,TUNISIA
TU996_03_08_2022_06_00,03/08/2022,03/08/2022,TU996,landed,TUN,CARTHAGE,NCE,COTE DAZUR,2022-08-03 07:00,06h,2022-08-03 09:30,08h,,,,,0.0,0.0,TU,FRANCE,TUNISIA
TU403_03_08_2022_06_20,03/08/2022,03/08/2022,TU403,landed,TUN,CARTHAGE,MJI,MITIGA AIRPORT,2022-08-03 07:20,06h,2022-08-03 09:30,08h,,,,,0.0,0.0,TU,LIBYA,TUNISIA
TU718_03_08_2022_06_45,03/08/2022,03/08/2022,TU718,active,TUN,CARTHAGE,ORY,ORLY,2022-08-03 07:45,06h,2022-08-03 11:10,10h,,,,,0.0,0.0,TU,FRANCE,TUNISIA
TU788_03_08_2022_06_50,03/08/2022,03/08/2022,TU788,active,TUN,CARTHAGE,BRU,BRUSSELS NATL,2022-08-03 07:50,06h,2022-08-03 11:25,10h,,,,,0.0,0.0,TU,BELGIUM,TUNISIA
TU744_03_08_2022_06_55,03/08/2022,03/08/2022,TU744,active,TUN,CARTHAGE,FRA,FRANKFURT MAIN,2022-08-03 07:55,06h,2022-08-03 11:30,10h,,,,,0.0,0.0,TU,GERMANY,TUNISIA
TU756_03_08_2022_07_00,03/08/2022,03/08/2022,TU756,landed,TUN,CARTHAGE,MXP,MALPENSA,2022-08-03 08:00,07h,2022-08-03 10:45,09h,,,,,0.0,0.0,TU,ITALY,TUNISIA
TU472_03_08_2022_07_10,03/08/2022,03/08/2022,TU472,landed,TUN,CARTHAGE,VCE,VENEZIA TESSERA,2022-08-03 08:10,07h,2022-08-03 10:55,09h,,,,,0.0,0.0,TU,ITALY,TUNISIA
TU202_03_08_2022_08_35,03/08/2022,03/08/2022,TU202,active,TUN,CARTHAGE,YUL,PIERRE ELLIOTT TRUDEAU INTL,2022-08-03 09:35,08h,2022-08-03 13:30,12h,,,,,0.0,0.0,TU,CANADA,TUNISIA
TU151_02_08_2022_09_45,02/08/2022,02/08/2022,TU151,landed,AMM,QUEEN ALIA INTL,TUN,CARTHAGE,2022-08-02 10:45,09h,2022-08-02 12:35,11h,2022-08-02 10:47,2022-08-02 12:37,2022-08-02 10:47,2022-08-02 12:37,2.0,2.0,TU,TUNISIA,JORDAN
TU721_02_08_2022_20_40,02/08/2022,02/08/2022,TU721,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-02 21:40,20h,2022-08-02 23:05,22h,,,,,0.0,0.0,TU,TUNISIA,FRANCE
TU725_02_08_2022_20_50,02/08/2022,02/08/2022,TU725,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-02 21:50,20h,2022-08-02 23:15,22h,,,,,0.0,0.0,TU,TUNISIA,FRANCE
TU629_02_08_2022_22_40,03/08/2022,02/08/2022,TU629,landed,BOD,MERIGNAC,TUN,CARTHAGE,2022-08-02 23:40,00h,2022-08-03 00:45,23h,2022-08-03 01:00,,,,80.0,80.0,TU,TUNISIA,FRANCE
TU712_02_08_2022_22_30,02/08/2022,03/08/2022,TU712,landed,CMN,MOHAMMED V INTL,TUN,CARTHAGE,2022-08-02 23:30,22h,2022-08-03 01:55,00h,,,,,0.0,0.0,TU,TUNISIA,MOROCCO
TU395_02_08_2022_21_00,02/08/2022,03/08/2022,TU395,landed,BKO,SENOU,TUN,CARTHAGE,2022-08-02 22:00,21h,2022-08-03 03:30,03h,,2022-08-03 04:45,,,0.0,75.0,TU,TUNISIA,MALI
TU841_02_08_2022_22_00,02/08/2022,03/08/2022,TU841,landed,CKY,CONAKRY,TUN,CARTHAGE,2022-08-02 23:00,22h,2022-08-03 05:05,04h,,,,,0.0,0.0,TU,TUNISIA,GUINEA
TU814_03_08_2022_02_30,03/08/2022,03/08/2022,TU814,landed,CAI,CAIRO INTL,TUN,CARTHAGE,2022-08-03 03:30,02h,2022-08-03 05:45,04h,,,,,0.0,0.0,TU,TUNISIA,EGYPT
TU399_03_08_2022_01_25,03/08/2022,03/08/2022,TU399,landed,NIM,DIORI HAMANI,TUN,CARTHAGE,2022-08-03 02:25,01h,2022-08-03 06:05,05h,,,,,0.0,0.0,TU,TUNISIA,NIGER
TU708_02_08_2022_11_00,02/08/2022,02/08/2022,TU708,landed,TUN,CARTHAGE,ORN,ES SENIA,2022-08-02 12:00,11h,2022-08-02 13:45,12h,,2022-08-02 13:35,,2022-08-02 13:35,0.0,0.0,TU,ALGERIA,TUNISIA
TU362_02_08_2022_11_30,02/08/2022,02/08/2022,TU362,landed,TUN,CARTHAGE,BLQ,BOLOGNA,2022-08-02 12:30,11h,2022-08-02 15:05,14h,2022-08-02 12:45,2022-08-02 15:15,2022-08-02 12:45,,15.0,10.0,TU,ITALY,TUNISIA
TU374_02_08_2022_11_45,02/08/2022,02/08/2022,TU374,landed,TUN,CARTHAGE,ALG,HOUARI BOUMEDIENE,2022-08-02 12:45,11h,2022-08-02 14:05,13h,2022-08-02 12:47,2022-08-02 14:10,2022-08-02 12:47,2022-08-02 14:10,2.0,5.0,TU,ALGERIA,TUNISIA
TU152_02_08_2022_12_45,02/08/2022,02/08/2022,TU152,landed,TUN,CARTHAGE,AMM,QUEEN ALIA INTL,2022-08-02 13:45,12h,2022-08-02 19:30,18h,2022-08-02 13:56,2022-08-02 19:45,2022-08-02 13:56,2022-08-02 19:45,11.0,15.0,TU,JORDAN,TUNISIA
TU902_02_08_2022_12_45,02/08/2022,02/08/2022,TU902,landed,TUN,CARTHAGE,MRS,PROVENCE,2022-08-02 13:45,14h,2022-08-02 16:20,16h,2022-08-02 15:02,2022-08-02 17:37,2022-08-02 15:02,2022-08-02 17:37,77.0,77.0,TU,FRANCE,TUNISIA
TU792_02_08_2022_12_55,02/08/2022,02/08/2022,TU792,landed,TUN,CARTHAGE,STN,STANSTED,2022-08-02 13:55,13h,2022-08-02 17:00,16h,2022-08-02 14:08,,2022-08-02 14:08,,13.0,0.0,TU,UNITED KINGDOM,TUNISIA
TU998_02_08_2022_13_00,02/08/2022,02/08/2022,TU998,landed,TUN,CARTHAGE,NCE,COTE DAZUR,2022-08-02 14:00,13h,2022-08-02 16:30,15h,,2022-08-02 16:52,,2022-08-02 16:52,22.0,22.0,TU,FRANCE,TUNISIA
TU700_02_08_2022_13_05,02/08/2022,02/08/2022,TU700,landed,TUN,CARTHAGE,GVA,GENEVE COINTRIN,2022-08-02 14:05,13h,2022-08-02 17:00,16h,2022-08-02 14:19,2022-08-02 17:02,2022-08-02 14:19,2022-08-02 17:02,14.0,2.0,TU,SWITZERLAND,TUNISIA
TU841_02_08_2022_14_30,02/08/2022,02/08/2022,TU841,landed,TUN,CARTHAGE,DSS,BLAISE DIAGNE INTERNATIONAL AIRPORT,2022-08-02 15:30,15h,2022-08-02 19:40,19h,2022-08-02 16:27,2022-08-02 20:00,2022-08-02 16:27,,57.0,20.0,TU,SENEGAL,TUNISIA
TU722_02_08_2022_14_35,02/08/2022,02/08/2022,TU722,landed,TUN,CARTHAGE,ORY,ORLY,2022-08-02 15:35,15h,2022-08-02 19:00,19h,2022-08-02 16:47,2022-08-02 20:00,2022-08-02 16:47,2022-08-02 20:00,72.0,60.0,TU,FRANCE,TUNISIA
TU720_02_08_2022_16_05,02/08/2022,02/08/2022,TU720,landed,TUN,CARTHAGE,ORY,ORLY,2022-08-02 17:05,17h,2022-08-02 20:30,21h,2022-08-02 18:52,2022-08-02 22:08,2022-08-02 18:52,2022-08-02 22:08,107.0,98.0,TU,FRANCE,TUNISIA
TU724_02_08_2022_16_30,02/08/2022,02/08/2022,TU724,landed,TUN,CARTHAGE,ORY,ORLY,2022-08-02 17:30,17h,2022-08-02 20:50,20h,2022-08-02 18:09,2022-08-02 21:23,2022-08-02 18:09,2022-08-02 21:23,39.0,33.0,TU,FRANCE,TUNISIA
TU628_02_08_2022_18_30,02/08/2022,02/08/2022,TU628,landed,TUN,CARTHAGE,BOD,MERIGNAC,2022-08-02 19:30,18h,2022-08-02 22:40,22h,,2022-08-02 23:15,,,35.0,35.0,TU,FRANCE,TUNISIA
TU931_02_08_2022_09_25,02/08/2022,02/08/2022,TU931,landed,MRS,PROVENCE,TUN,CARTHAGE,2022-08-02 10:25,09h,2022-08-02 11:00,09h,2022-08-02 10:15,2022-08-02 10:45,2022-08-02 10:15,2022-08-02 10:45,0.0,0.0,TU,TUNISIA,FRANCE
TU753_02_08_2022_10_25,02/08/2022,02/08/2022,TU753,landed,FCO,FIUMICINO,TUN,CARTHAGE,2022-08-02 11:25,10h,2022-08-02 11:40,10h,2022-08-02 11:30,2022-08-02 11:45,2022-08-02 11:30,2022-08-02 11:45,5.0,5.0,TU,TUNISIA,ITALY
TU717_02_08_2022_09_20,02/08/2022,02/08/2022,TU717,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-02 10:20,09h,2022-08-02 11:45,10h,2022-08-02 10:22,2022-08-02 11:35,2022-08-02 10:22,2022-08-02 11:35,2.0,0.0,TU,TUNISIA,FRANCE
TU751_02_08_2022_10_30,02/08/2022,02/08/2022,TU751,landed,LYS,SAINT EXUPERY,TUN,CARTHAGE,2022-08-02 11:30,10h,2022-08-02 12:25,11h,2022-08-02 11:36,,2022-08-02 11:36,,6.0,0.0,TU,TUNISIA,FRANCE
TU757_02_08_2022_10_45,02/08/2022,02/08/2022,TU757,landed,MXP,MALPENSA,TUN,CARTHAGE,2022-08-02 11:45,11h,2022-08-02 12:35,12h,2022-08-02 12:20,2022-08-02 13:00,2022-08-02 12:20,,35.0,25.0,TU,TUNISIA,ITALY
TU643_02_08_2022_10_35,02/08/2022,02/08/2022,TU643,landed,VIE,SCHWECHAT,TUN,CARTHAGE,2022-08-02 11:35,11h,2022-08-02 12:45,12h,2022-08-02 12:03,2022-08-02 13:00,2022-08-02 12:03,,28.0,15.0,TU,TUNISIA,AUSTRIA
TU283_02_08_2022_11_00,02/08/2022,02/08/2022,TU283,landed,TLS,BLAGNAC,TUN,CARTHAGE,2022-08-02 12:00,11h,2022-08-02 12:50,11h,2022-08-02 12:30,,2022-08-02 12:30,,30.0,0.0,TU,TUNISIA,FRANCE
TU215_02_08_2022_12_10,02/08/2022,02/08/2022,TU215,landed,IST,ATATURK,TUN,CARTHAGE,2022-08-02 13:10,12h,2022-08-02 13:55,13h,2022-08-02 13:25,2022-08-02 14:19,2022-08-02 13:25,,15.0,24.0,TU,TUNISIA,TURKEY
TU789_02_08_2022_11_25,02/08/2022,02/08/2022,TU789,landed,BRU,BRUSSELS NATL,TUN,CARTHAGE,2022-08-02 12:25,12h,2022-08-02 14:00,13h,2022-08-02 13:36,,2022-08-02 13:36,,71.0,0.0,TU,TUNISIA,BELGIUM
TU719_02_08_2022_11_40,02/08/2022,02/08/2022,TU719,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-02 12:40,12h,2022-08-02 14:05,13h,2022-08-02 13:29,2022-08-02 14:43,2022-08-02 13:29,,49.0,38.0,TU,TUNISIA,FRANCE
TU375_02_08_2022_14_05,02/08/2022,02/08/2022,TU375,landed,ALG,HOUARI BOUMEDIENE,TUN,CARTHAGE,2022-08-02 15:05,14h,2022-08-02 16:15,15h,2022-08-02 15:15,2022-08-02 16:40,2022-08-02 15:15,,10.0,25.0,TU,TUNISIA,ALGERIA
TU363_02_08_2022_14_55,02/08/2022,02/08/2022,TU363,landed,BLQ,BOLOGNA,TUN,CARTHAGE,2022-08-02 15:55,14h,2022-08-02 16:25,16h,,2022-08-02 17:26,,,61.0,61.0,TU,TUNISIA,ITALY
TU709_02_08_2022_13_45,02/08/2022,02/08/2022,TU709,landed,ORN,ES SENIA,TUN,CARTHAGE,2022-08-02 14:45,13h,2022-08-02 16:25,15h,2022-08-02 14:30,,2022-08-02 14:30,,0.0,0.0,TU,TUNISIA,ALGERIA
TU903_02_08_2022_16_20,02/08/2022,02/08/2022,TU903,landed,MRS,PROVENCE,TUN,CARTHAGE,2022-08-02 17:20,17h,2022-08-02 17:55,18h,2022-08-02 18:59,2022-08-02 19:35,2022-08-02 18:59,2022-08-02 19:35,99.0,100.0,TU,TUNISIA,FRANCE
TU999_02_08_2022_16_30,02/08/2022,02/08/2022,TU999,landed,NCE,COTE DAZUR,TUN,CARTHAGE,2022-08-02 17:30,16h,2022-08-02 18:05,17h,2022-08-02 17:45,2022-08-02 18:20,2022-08-02 17:45,2022-08-02 18:20,15.0,15.0,TU,TUNISIA,FRANCE
TU701_02_08_2022_17_00,02/08/2022,02/08/2022,TU701,landed,GVA,GENEVE COINTRIN,TUN,CARTHAGE,2022-08-02 18:00,17h,2022-08-02 18:55,17h,2022-08-02 18:10,2022-08-02 18:54,2022-08-02 18:10,,10.0,0.0,TU,TUNISIA,SWITZERLAND
TU793_02_08_2022_16_50,02/08/2022,02/08/2022,TU793,landed,STN,STANSTED,TUN,CARTHAGE,2022-08-02 17:50,17h,2022-08-02 20:55,20h,2022-08-02 18:45,2022-08-02 21:35,2022-08-02 18:45,2022-08-02 21:35,55.0,40.0,TU,TUNISIA,UNITED KINGDOM
TU723_02_08_2022_19_30,02/08/2022,02/08/2022,TU723,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-02 20:30,20h,2022-08-02 21:55,21h,2022-08-02 21:25,2022-08-02 22:40,2022-08-02 21:25,,55.0,45.0,TU,TUNISIA,FRANCE
TU147_03_08_2022_07_45,03/08/2022,03/08/2022,TU147,active,DXB,DUBAI INTL,TUN,CARTHAGE,2022-08-03 08:45,08h,2022-08-03 11:55,10h,2022-08-03 09:00,2022-08-03 11:51,2022-08-03 09:00,,15.0,0.0,TU,TUNISIA,UNITED ARAB EMIRATES
TU750_03_08_2022_11_00,03/08/2022,03/08/2022,TU750,scheduled,TUN,CARTHAGE,LYS,SAINT EXUPERY,2022-08-03 12:00,11h,2022-08-03 14:50,13h,,,,,0.0,0.0,TU,FRANCE,TUNISIA
TU374_03_08_2022_11_15,03/08/2022,03/08/2022,TU374,scheduled,TUN,CARTHAGE,ALG,HOUARI BOUMEDIENE,2022-08-03 12:15,11h,2022-08-03 13:35,12h,,,,,0.0,0.0,TU,ALGERIA,TUNISIA
TU514_03_08_2022_11_15,03/08/2022,03/08/2022,TU514,scheduled,TUN,CARTHAGE,BCN,BARCELONA,2022-08-03 12:15,11h,2022-08-03 15:00,14h,,,,,0.0,0.0,TU,SPAIN,TUNISIA
TU282_03_08_2022_11_50,03/08/2022,03/08/2022,TU282,scheduled,TUN,CARTHAGE,TLS,BLAGNAC,2022-08-03 12:50,11h,2022-08-03 15:45,14h,,,,,0.0,0.0,TU,FRANCE,TUNISIA
TU542_03_08_2022_12_40,03/08/2022,03/08/2022,TU542,scheduled,TUN,CARTHAGE,MUC,FRANZ JOSEF STRAUSS,2022-08-03 13:40,12h,2022-08-03 16:50,15h,,,,,0.0,0.0,TU,GERMANY,TUNISIA
TU152_03_08_2022_12_45,03/08/2022,03/08/2022,TU152,scheduled,TUN,CARTHAGE,AMM,QUEEN ALIA INTL,2022-08-03 13:45,12h,2022-08-03 19:30,18h,,,,,0.0,0.0,TU,JORDAN,TUNISIA
TU902_03_08_2022_12_45,03/08/2022,03/08/2022,TU902,scheduled,TUN,CARTHAGE,MRS,PROVENCE,2022-08-03 13:45,12h,2022-08-03 16:20,15h,,,,,0.0,0.0,TU,FRANCE,TUNISIA
TU148_03_08_2022_12_55,03/08/2022,03/08/2022,TU148,scheduled,TUN,CARTHAGE,DXB,DUBAI INTL,2022-08-03 13:55,12h,2022-08-03 22:40,21h,,2022-08-03 22:46,,,6.0,6.0,TU,UNITED ARAB EMIRATES,TUNISIA
TU606_03_08_2022_14_05,03/08/2022,03/08/2022,TU606,scheduled,TUN,CARTHAGE,MAD,BARAJAS,2022-08-03 15:05,14h,2022-08-03 18:20,17h,,,,,0.0,0.0,TU,SPAIN,TUNISIA
